gnd,pctile,year,le_raceadj,quartiles
F,1,2001,79.893463,Q1
F,1,2002,79.410622,Q1
F,1,2003,79.572174,Q1
F,1,2004,80.092476,Q1
F,1,2005,80.465935,Q1
F,1,2006,79.701607,Q1
F,1,2007,79.851669,Q1
F,1,2008,79.41481800000001,Q1
F,1,2009,74.534164,Q1
F,1,2010,79.124969,Q1
F,1,2011,79.731888,Q1
F,1,2012,78.75975799999999,Q1
F,1,2013,79.464867,Q1
F,1,2014,79.824127,Q1
F,2,2001,81.125061,Q1
F,2,2002,81.11790500000001,Q1
F,2,2003,80.408615,Q1
F,2,2004,81.537674,Q1
F,2,2005,81.351906,Q1
F,2,2006,80.92012,Q1
F,2,2007,81.715248,Q1
F,2,2008,81.074432,Q1
F,2,2009,79.924911,Q1
F,2,2010,80.118484,Q1
F,2,2011,81.66377299999999,Q1
F,2,2012,80.844505,Q1
F,2,2013,81.009857,Q1
F,2,2014,80.674217,Q1
F,3,2001,81.354729,Q1
F,3,2002,80.903343,Q1
F,3,2003,81.471512,Q1
F,3,2004,82.722084,Q1
F,3,2005,81.820351,Q1
F,3,2006,82.721352,Q1
F,3,2007,82.505142,Q1
F,3,2008,81.050659,Q1
F,3,2009,81.270462,Q1
F,3,2010,82.129913,Q1
F,3,2011,82.092026,Q1
F,3,2012,81.72647099999999,Q1
F,3,2013,81.203835,Q1
F,3,2014,81.89437099999999,Q1
F,4,2001,81.049797,Q1
F,4,2002,81.268372,Q1
F,4,2003,82.015091,Q1
F,4,2004,80.665871,Q1
F,4,2005,82.279106,Q1
F,4,2006,83.140556,Q1
F,4,2007,82.430634,Q1
F,4,2008,82.561165,Q1
F,4,2009,81.860954,Q1
F,4,2010,82.00013,Q1
F,4,2011,82.55630500000001,Q1
F,4,2012,81.65226,Q1
F,4,2013,82.357407,Q1
F,4,2014,82.03553000000001,Q1
F,5,2001,81.390022,Q1
F,5,2002,82.342102,Q1
F,5,2003,81.745598,Q1
F,5,2004,81.781387,Q1
F,5,2005,82.628883,Q1
F,5,2006,82.72448,Q1
F,5,2007,83.020226,Q1
F,5,2008,82.371391,Q1
F,5,2009,81.618149,Q1
F,5,2010,82.598892,Q1
F,5,2011,82.773834,Q1
F,5,2012,82.13651999999999,Q1
F,5,2013,81.841492,Q1
F,5,2014,82.77220200000001,Q1
F,6,2001,81.959129,Q1
F,6,2002,82.235641,Q1
F,6,2003,81.823952,Q1
F,6,2004,82.413078,Q1
F,6,2005,82.612984,Q1
F,6,2006,82.506714,Q1
F,6,2007,82.856491,Q1
F,6,2008,82.037186,Q1
F,6,2009,81.097664,Q1
F,6,2010,82.567696,Q1
F,6,2011,82.43695799999999,Q1
F,6,2012,82.323898,Q1
F,6,2013,82.338539,Q1
F,6,2014,82.489838,Q1
F,7,2001,80.840523,Q1
F,7,2002,81.206528,Q1
F,7,2003,81.195824,Q1
F,7,2004,82.399902,Q1
F,7,2005,81.532875,Q1
F,7,2006,81.555275,Q1
F,7,2007,83.306282,Q1
F,7,2008,82.18581400000001,Q1
F,7,2009,81.692932,Q1
F,7,2010,81.748161,Q1
F,7,2011,82.75819399999999,Q1
F,7,2012,82.331337,Q1
F,7,2013,82.378761,Q1
F,7,2014,82.73848000000001,Q1
F,8,2001,81.180038,Q1
F,8,2002,82.11934699999999,Q1
F,8,2003,81.020279,Q1
F,8,2004,82.293755,Q1
F,8,2005,82.384529,Q1
F,8,2006,81.94973,Q1
F,8,2007,82.537743,Q1
F,8,2008,82.792213,Q1
F,8,2009,82.384514,Q1
F,8,2010,82.76690699999999,Q1
F,8,2011,81.55229200000001,Q1
F,8,2012,83.092209,Q1
F,8,2013,81.963959,Q1
F,8,2014,82.40061999999999,Q1
F,9,2001,81.21300500000001,Q1
F,9,2002,80.93070999999999,Q1
F,9,2003,80.853836,Q1
F,9,2004,82.145439,Q1
F,9,2005,82.505615,Q1
F,9,2006,82.72760799999999,Q1
F,9,2007,82.716972,Q1
F,9,2008,82.60208100000001,Q1
F,9,2009,82.165611,Q1
F,9,2010,82.397438,Q1
F,9,2011,82.393784,Q1
F,9,2012,81.902908,Q1
F,9,2013,82.38209499999999,Q1
F,9,2014,82.926582,Q1
F,10,2001,81.163208,Q1
F,10,2002,81.64110600000001,Q1
F,10,2003,81.939751,Q1
F,10,2004,81.854507,Q1
F,10,2005,81.81935899999999,Q1
F,10,2006,83.366051,Q1
F,10,2007,82.596939,Q1
F,10,2008,82.59992199999999,Q1
F,10,2009,81.748001,Q1
F,10,2010,83.027298,Q1
F,10,2011,82.190498,Q1
F,10,2012,82.744621,Q1
F,10,2013,82.427071,Q1
F,10,2014,82.182259,Q1
F,11,2001,82.844086,Q1
F,11,2002,82.415199,Q1
F,11,2003,81.99481999999999,Q1
F,11,2004,82.415115,Q1
F,11,2005,82.849518,Q1
F,11,2006,81.696129,Q1
F,11,2007,83.410202,Q1
F,11,2008,82.377602,Q1
F,11,2009,82.55540500000001,Q1
F,11,2010,83.08270999999999,Q1
F,11,2011,82.699844,Q1
F,11,2012,82.349396,Q1
F,11,2013,83.134506,Q1
F,11,2014,83.81875600000001,Q1
F,12,2001,81.586624,Q1
F,12,2002,81.832535,Q1
F,12,2003,81.390244,Q1
F,12,2004,81.820679,Q1
F,12,2005,81.526558,Q1
F,12,2006,82.35797099999999,Q1
F,12,2007,83.654678,Q1
F,12,2008,82.80630500000001,Q1
F,12,2009,83.490364,Q1
F,12,2010,82.05789200000001,Q1
F,12,2011,82.783775,Q1
F,12,2012,82.76252,Q1
F,12,2013,82.021011,Q1
F,12,2014,84.048508,Q1
F,13,2001,80.900085,Q1
F,13,2002,81.721191,Q1
F,13,2003,82.07907900000001,Q1
F,13,2004,82.549133,Q1
F,13,2005,81.876099,Q1
F,13,2006,82.7211,Q1
F,13,2007,82.88419300000001,Q1
F,13,2008,83.551613,Q1
F,13,2009,83.073853,Q1
F,13,2010,83.014381,Q1
F,13,2011,83.53733100000001,Q1
F,13,2012,84.198433,Q1
F,13,2013,83.079178,Q1
F,13,2014,83.72290799999999,Q1
F,14,2001,82.751808,Q1
F,14,2002,81.95773299999999,Q1
F,14,2003,83.118706,Q1
F,14,2004,82.495132,Q1
F,14,2005,82.049522,Q1
F,14,2006,83.48962399999999,Q1
F,14,2007,83.600319,Q1
F,14,2008,83.909805,Q1
F,14,2009,82.753357,Q1
F,14,2010,83.490379,Q1
F,14,2011,83.834785,Q1
F,14,2012,83.192833,Q1
F,14,2013,83.688248,Q1
F,14,2014,84.02754200000001,Q1
F,15,2001,81.706863,Q1
F,15,2002,82.91494,Q1
F,15,2003,82.328644,Q1
F,15,2004,82.194466,Q1
F,15,2005,82.725952,Q1
F,15,2006,82.396202,Q1
F,15,2007,84.075699,Q1
F,15,2008,83.212013,Q1
F,15,2009,83.156982,Q1
F,15,2010,83.37738,Q1
F,15,2011,83.329285,Q1
F,15,2012,83.43113699999999,Q1
F,15,2013,83.208229,Q1
F,15,2014,83.60199,Q1
F,16,2001,82.456917,Q1
F,16,2002,82.803726,Q1
F,16,2003,83.346901,Q1
F,16,2004,82.284798,Q1
F,16,2005,82.590851,Q1
F,16,2006,83.221397,Q1
F,16,2007,83.298271,Q1
F,16,2008,83.098213,Q1
F,16,2009,84.20599399999999,Q1
F,16,2010,84.00235,Q1
F,16,2011,83.304428,Q1
F,16,2012,82.997337,Q1
F,16,2013,84.098007,Q1
F,16,2014,84.57405899999999,Q1
F,17,2001,81.456627,Q1
F,17,2002,82.456062,Q1
F,17,2003,82.437218,Q1
F,17,2004,82.567017,Q1
F,17,2005,83.323402,Q1
F,17,2006,82.619484,Q1
F,17,2007,82.87645699999999,Q1
F,17,2008,83.68866700000001,Q1
F,17,2009,82.692627,Q1
F,17,2010,83.810898,Q1
F,17,2011,83.852325,Q1
F,17,2012,83.88000500000001,Q1
F,17,2013,83.938789,Q1
F,17,2014,83.93111400000001,Q1
F,18,2001,82.959946,Q1
F,18,2002,82.439995,Q1
F,18,2003,82.46781899999999,Q1
F,18,2004,82.952492,Q1
F,18,2005,83.37361899999999,Q1
F,18,2006,83.282394,Q1
F,18,2007,83.635971,Q1
F,18,2008,83.59944200000001,Q1
F,18,2009,82.811722,Q1
F,18,2010,83.075539,Q1
F,18,2011,84.10591099999999,Q1
F,18,2012,83.96524000000001,Q1
F,18,2013,84.52109499999999,Q1
F,18,2014,84.634621,Q1
F,19,2001,82.820015,Q1
F,19,2002,82.866699,Q1
F,19,2003,82.778198,Q1
F,19,2004,83.518936,Q1
F,19,2005,84.151375,Q1
F,19,2006,84.31019599999999,Q1
F,19,2007,83.570053,Q1
F,19,2008,83.851196,Q1
F,19,2009,83.87455,Q1
F,19,2010,84.21167,Q1
F,19,2011,84.04746999999999,Q1
F,19,2012,83.956429,Q1
F,19,2013,83.863869,Q1
F,19,2014,85.11760699999999,Q1
F,20,2001,82.723396,Q1
F,20,2002,84.134766,Q1
F,20,2003,82.092636,Q1
F,20,2004,82.84326899999999,Q1
F,20,2005,84.162865,Q1
F,20,2006,83.22197,Q1
F,20,2007,83.846497,Q1
F,20,2008,84.666855,Q1
F,20,2009,82.909706,Q1
F,20,2010,84.343452,Q1
F,20,2011,83.943077,Q1
F,20,2012,83.86640200000001,Q1
F,20,2013,83.447365,Q1
F,20,2014,84.220749,Q1
F,21,2001,82.439278,Q1
F,21,2002,82.87344399999999,Q1
F,21,2003,83.459579,Q1
F,21,2004,83.065308,Q1
F,21,2005,82.882202,Q1
F,21,2006,83.601326,Q1
F,21,2007,84.455711,Q1
F,21,2008,83.625725,Q1
F,21,2009,84.121651,Q1
F,21,2010,84.34300999999999,Q1
F,21,2011,84.29630999999999,Q1
F,21,2012,84.1763,Q1
F,21,2013,84.116989,Q1
F,21,2014,84.443336,Q1
F,22,2001,83.016441,Q1
F,22,2002,83.632851,Q1
F,22,2003,83.136276,Q1
F,22,2004,83.50212900000001,Q1
F,22,2005,82.812523,Q1
F,22,2006,83.64801,Q1
F,22,2007,84.515945,Q1
F,22,2008,83.58107,Q1
F,22,2009,82.869026,Q1
F,22,2010,84.778351,Q1
F,22,2011,84.944572,Q1
F,22,2012,85.13803100000001,Q1
F,22,2013,83.485985,Q1
F,22,2014,85.45043199999999,Q1
F,23,2001,81.73481,Q1
F,23,2002,82.420006,Q1
F,23,2003,84.27034,Q1
F,23,2004,83.088264,Q1
F,23,2005,83.98734300000001,Q1
F,23,2006,83.59787,Q1
F,23,2007,83.910431,Q1
F,23,2008,84.473969,Q1
F,23,2009,84.127571,Q1
F,23,2010,84.578316,Q1
F,23,2011,84.50862099999999,Q1
F,23,2012,83.63588,Q1
F,23,2013,84.211845,Q1
F,23,2014,84.839417,Q1
F,24,2001,82.02464300000001,Q1
F,24,2002,83.03621700000001,Q1
F,24,2003,82.47590600000001,Q1
F,24,2004,83.828499,Q1
F,24,2005,83.69512900000001,Q1
F,24,2006,84.213066,Q1
F,24,2007,84.047287,Q1
F,24,2008,83.960678,Q1
F,24,2009,83.822006,Q1
F,24,2010,84.281616,Q1
F,24,2011,85.205894,Q1
F,24,2012,84.617867,Q1
F,24,2013,85.34227800000001,Q1
F,24,2014,84.728836,Q1
F,25,2001,83.304237,Q1
F,25,2002,83.327332,Q1
F,25,2003,83.050903,Q1
F,25,2004,83.709763,Q1
F,25,2005,83.04599,Q1
F,25,2006,83.473,Q1
F,25,2007,84.479889,Q1
F,25,2008,84.20058399999999,Q1
F,25,2009,83.734367,Q1
F,25,2010,84.10363000000001,Q1
F,25,2011,84.323471,Q1
F,25,2012,84.85550699999999,Q1
F,25,2013,84.921051,Q1
F,25,2014,85.367195,Q1
F,26,2001,83.57206,Q2
F,26,2002,83.654114,Q2
F,26,2003,83.327835,Q2
F,26,2004,83.12829599999999,Q2
F,26,2005,84.327057,Q2
F,26,2006,84.155037,Q2
F,26,2007,84.104958,Q2
F,26,2008,84.05295600000001,Q2
F,26,2009,83.48168199999999,Q2
F,26,2010,84.111359,Q2
F,26,2011,84.816086,Q2
F,26,2012,84.48891400000001,Q2
F,26,2013,85.515663,Q2
F,26,2014,84.266548,Q2
F,27,2001,83.234673,Q2
F,27,2002,83.49006700000001,Q2
F,27,2003,83.509689,Q2
F,27,2004,83.98555,Q2
F,27,2005,83.048462,Q2
F,27,2006,84.376434,Q2
F,27,2007,85.040092,Q2
F,27,2008,85.07238000000001,Q2
F,27,2009,83.968773,Q2
F,27,2010,85.241959,Q2
F,27,2011,84.489235,Q2
F,27,2012,84.818115,Q2
F,27,2013,84.180397,Q2
F,27,2014,84.706627,Q2
F,28,2001,82.310822,Q2
F,28,2002,83.397339,Q2
F,28,2003,82.445297,Q2
F,28,2004,84.417221,Q2
F,28,2005,84.399811,Q2
F,28,2006,83.763763,Q2
F,28,2007,84.33845500000001,Q2
F,28,2008,84.647491,Q2
F,28,2009,84.75484499999999,Q2
F,28,2010,85.214119,Q2
F,28,2011,84.184433,Q2
F,28,2012,85.10771899999999,Q2
F,28,2013,84.774055,Q2
F,28,2014,84.85141,Q2
F,29,2001,83.434433,Q2
F,29,2002,82.616287,Q2
F,29,2003,83.556709,Q2
F,29,2004,83.055977,Q2
F,29,2005,84.54053499999999,Q2
F,29,2006,83.34028599999999,Q2
F,29,2007,85.3974,Q2
F,29,2008,85.662132,Q2
F,29,2009,84.414558,Q2
F,29,2010,85.190399,Q2
F,29,2011,85.069565,Q2
F,29,2012,84.12178,Q2
F,29,2013,85.453972,Q2
F,29,2014,85.17669699999999,Q2
F,30,2001,83.380966,Q2
F,30,2002,83.904625,Q2
F,30,2003,84.146164,Q2
F,30,2004,84.372986,Q2
F,30,2005,84.72689799999999,Q2
F,30,2006,84.40459399999999,Q2
F,30,2007,84.774857,Q2
F,30,2008,85.68602800000001,Q2
F,30,2009,84.029854,Q2
F,30,2010,85.212952,Q2
F,30,2011,85.76711999999999,Q2
F,30,2012,85.370956,Q2
F,30,2013,84.635918,Q2
F,30,2014,84.888908,Q2
F,31,2001,83.67517099999999,Q2
F,31,2002,83.969208,Q2
F,31,2003,84.711449,Q2
F,31,2004,85.09187299999999,Q2
F,31,2005,84.379654,Q2
F,31,2006,85.152069,Q2
F,31,2007,85.761162,Q2
F,31,2008,84.81536899999999,Q2
F,31,2009,85.238884,Q2
F,31,2010,85.103409,Q2
F,31,2011,85.86718,Q2
F,31,2012,85.339325,Q2
F,31,2013,84.377113,Q2
F,31,2014,85.36409,Q2
F,32,2001,83.85778,Q2
F,32,2002,83.562141,Q2
F,32,2003,83.31707800000001,Q2
F,32,2004,82.96244,Q2
F,32,2005,85.223274,Q2
F,32,2006,84.309845,Q2
F,32,2007,84.392075,Q2
F,32,2008,85.001068,Q2
F,32,2009,85.360405,Q2
F,32,2010,84.822929,Q2
F,32,2011,84.688896,Q2
F,32,2012,86.067314,Q2
F,32,2013,85.533112,Q2
F,32,2014,85.791122,Q2
F,33,2001,83.748711,Q2
F,33,2002,83.990791,Q2
F,33,2003,83.991486,Q2
F,33,2004,83.602867,Q2
F,33,2005,84.757683,Q2
F,33,2006,85.386383,Q2
F,33,2007,84.472435,Q2
F,33,2008,85.351738,Q2
F,33,2009,85.143517,Q2
F,33,2010,84.970749,Q2
F,33,2011,85.60318000000001,Q2
F,33,2012,86.336136,Q2
F,33,2013,84.894295,Q2
F,33,2014,86.112183,Q2
F,34,2001,83.306435,Q2
F,34,2002,83.233177,Q2
F,34,2003,83.807487,Q2
F,34,2004,83.753288,Q2
F,34,2005,84.599937,Q2
F,34,2006,84.491348,Q2
F,34,2007,84.991341,Q2
F,34,2008,85.442146,Q2
F,34,2009,84.72236600000001,Q2
F,34,2010,85.831261,Q2
F,34,2011,86.106995,Q2
F,34,2012,84.852173,Q2
F,34,2013,85.183121,Q2
F,34,2014,85.094566,Q2
F,35,2001,84.440536,Q2
F,35,2002,85.22895799999999,Q2
F,35,2003,83.782669,Q2
F,35,2004,85.350197,Q2
F,35,2005,84.275795,Q2
F,35,2006,85.14209699999999,Q2
F,35,2007,85.212227,Q2
F,35,2008,85.775757,Q2
F,35,2009,85.09369699999999,Q2
F,35,2010,85.01223,Q2
F,35,2011,85.17712399999999,Q2
F,35,2012,85.432503,Q2
F,35,2013,84.19438199999999,Q2
F,35,2014,85.98335300000001,Q2
F,36,2001,84.174973,Q2
F,36,2002,83.364853,Q2
F,36,2003,83.11277,Q2
F,36,2004,84.32418100000001,Q2
F,36,2005,83.860283,Q2
F,36,2006,85.155441,Q2
F,36,2007,85.90373199999999,Q2
F,36,2008,84.124153,Q2
F,36,2009,86.191597,Q2
F,36,2010,86.18731700000001,Q2
F,36,2011,85.732437,Q2
F,36,2012,85.975021,Q2
F,36,2013,84.604713,Q2
F,36,2014,85.762589,Q2
F,37,2001,83.201462,Q2
F,37,2002,84.590469,Q2
F,37,2003,84.245399,Q2
F,37,2004,84.157646,Q2
F,37,2005,84.713539,Q2
F,37,2006,83.76379399999999,Q2
F,37,2007,85.424103,Q2
F,37,2008,85.253334,Q2
F,37,2009,85.17469799999999,Q2
F,37,2010,85.448059,Q2
F,37,2011,85.24984,Q2
F,37,2012,85.292953,Q2
F,37,2013,85.330238,Q2
F,37,2014,86.068588,Q2
F,38,2001,82.88801600000001,Q2
F,38,2002,84.10990100000001,Q2
F,38,2003,84.176918,Q2
F,38,2004,84.183189,Q2
F,38,2005,84.070915,Q2
F,38,2006,84.937187,Q2
F,38,2007,85.642601,Q2
F,38,2008,85.58386999999999,Q2
F,38,2009,85.83815,Q2
F,38,2010,85.682327,Q2
F,38,2011,85.479362,Q2
F,38,2012,84.665726,Q2
F,38,2013,84.85311899999999,Q2
F,38,2014,85.482277,Q2
F,39,2001,83.060951,Q2
F,39,2002,83.718788,Q2
F,39,2003,83.989403,Q2
F,39,2004,84.091454,Q2
F,39,2005,84.527443,Q2
F,39,2006,85.293221,Q2
F,39,2007,85.05818199999999,Q2
F,39,2008,85.26044499999999,Q2
F,39,2009,85.005348,Q2
F,39,2010,86.614761,Q2
F,39,2011,85.472572,Q2
F,39,2012,85.525421,Q2
F,39,2013,86.266113,Q2
F,39,2014,86.580559,Q2
F,40,2001,83.31218,Q2
F,40,2002,84.634155,Q2
F,40,2003,84.130356,Q2
F,40,2004,85.04298399999999,Q2
F,40,2005,85.25383000000001,Q2
F,40,2006,84.628784,Q2
F,40,2007,84.554558,Q2
F,40,2008,85.791061,Q2
F,40,2009,86.025818,Q2
F,40,2010,85.80896800000001,Q2
F,40,2011,86.487648,Q2
F,40,2012,85.111847,Q2
F,40,2013,85.056572,Q2
F,40,2014,85.928993,Q2
F,41,2001,84.601974,Q2
F,41,2002,84.07386,Q2
F,41,2003,84.03492,Q2
F,41,2004,84.576332,Q2
F,41,2005,84.2201,Q2
F,41,2006,84.55407,Q2
F,41,2007,85.409058,Q2
F,41,2008,85.578377,Q2
F,41,2009,86.695976,Q2
F,41,2010,85.52828199999999,Q2
F,41,2011,86.065804,Q2
F,41,2012,86.568207,Q2
F,41,2013,85.426918,Q2
F,41,2014,86.31868,Q2
F,42,2001,83.69009399999999,Q2
F,42,2002,83.799767,Q2
F,42,2003,83.791718,Q2
F,42,2004,83.279175,Q2
F,42,2005,85.116096,Q2
F,42,2006,84.820549,Q2
F,42,2007,85.555725,Q2
F,42,2008,85.732986,Q2
F,42,2009,85.18905600000001,Q2
F,42,2010,85.776085,Q2
F,42,2011,86.01074200000001,Q2
F,42,2012,85.86122900000001,Q2
F,42,2013,85.534615,Q2
F,42,2014,86.405312,Q2
F,43,2001,84.14299799999999,Q2
F,43,2002,83.15885899999999,Q2
F,43,2003,84.944786,Q2
F,43,2004,85.883675,Q2
F,43,2005,83.852257,Q2
F,43,2006,84.921425,Q2
F,43,2007,85.55171999999999,Q2
F,43,2008,85.742752,Q2
F,43,2009,85.104568,Q2
F,43,2010,85.189102,Q2
F,43,2011,86.222412,Q2
F,43,2012,86.161911,Q2
F,43,2013,86.046906,Q2
F,43,2014,85.868813,Q2
F,44,2001,83.16757199999999,Q2
F,44,2002,82.977921,Q2
F,44,2003,84.533997,Q2
F,44,2004,85.063858,Q2
F,44,2005,84.00376899999999,Q2
F,44,2006,85.849358,Q2
F,44,2007,86.148483,Q2
F,44,2008,87.104927,Q2
F,44,2009,85.246048,Q2
F,44,2010,86.662949,Q2
F,44,2011,86.5242,Q2
F,44,2012,85.706177,Q2
F,44,2013,86.119438,Q2
F,44,2014,86.368782,Q2
F,45,2001,82.595329,Q2
F,45,2002,85.030281,Q2
F,45,2003,84.241371,Q2
F,45,2004,84.983887,Q2
F,45,2005,85.668205,Q2
F,45,2006,85.526108,Q2
F,45,2007,85.831085,Q2
F,45,2008,86.131584,Q2
F,45,2009,86.303268,Q2
F,45,2010,86.53971899999999,Q2
F,45,2011,85.735924,Q2
F,45,2012,85.78009,Q2
F,45,2013,86.796249,Q2
F,45,2014,86.831024,Q2
F,46,2001,84.179672,Q2
F,46,2002,84.885384,Q2
F,46,2003,84.73138399999999,Q2
F,46,2004,84.37674,Q2
F,46,2005,85.02959399999999,Q2
F,46,2006,85.247299,Q2
F,46,2007,85.290207,Q2
F,46,2008,86.925156,Q2
F,46,2009,85.456848,Q2
F,46,2010,86.282158,Q2
F,46,2011,86.16069,Q2
F,46,2012,86.05416899999999,Q2
F,46,2013,85.33374,Q2
F,46,2014,86.286034,Q2
F,47,2001,83.062065,Q2
F,47,2002,84.843575,Q2
F,47,2003,84.29734,Q2
F,47,2004,85.37706800000001,Q2
F,47,2005,85.440834,Q2
F,47,2006,85.819641,Q2
F,47,2007,85.910042,Q2
F,47,2008,86.462379,Q2
F,47,2009,86.183617,Q2
F,47,2010,86.41984599999999,Q2
F,47,2011,86.957413,Q2
F,47,2012,86.175133,Q2
F,47,2013,86.617149,Q2
F,47,2014,86.709358,Q2
F,48,2001,84.463898,Q2
F,48,2002,84.516586,Q2
F,48,2003,85.377769,Q2
F,48,2004,85.505531,Q2
F,48,2005,85.763451,Q2
F,48,2006,84.983124,Q2
F,48,2007,84.431725,Q2
F,48,2008,86.79390699999999,Q2
F,48,2009,85.63963299999999,Q2
F,48,2010,86.576553,Q2
F,48,2011,87.31179,Q2
F,48,2012,86.287163,Q2
F,48,2013,86.424934,Q2
F,48,2014,87.175514,Q2
F,49,2001,84.301888,Q2
F,49,2002,85.181961,Q2
F,49,2003,84.71611,Q2
F,49,2004,84.86702,Q2
F,49,2005,85.91810600000001,Q2
F,49,2006,85.969353,Q2
F,49,2007,85.48541999999999,Q2
F,49,2008,86.191902,Q2
F,49,2009,86.916016,Q2
F,49,2010,85.34581,Q2
F,49,2011,86.73530600000001,Q2
F,49,2012,86.29261,Q2
F,49,2013,87.078682,Q2
F,49,2014,86.24073,Q2
F,50,2001,84.007301,Q2
F,50,2002,83.9422,Q2
F,50,2003,84.81189,Q2
F,50,2004,85.094879,Q2
F,50,2005,85.82605699999999,Q2
F,50,2006,86.534233,Q2
F,50,2007,85.778481,Q2
F,50,2008,85.231339,Q2
F,50,2009,86.811081,Q2
F,50,2010,87.070305,Q2
F,50,2011,86.806648,Q2
F,50,2012,86.617142,Q2
F,50,2013,85.927711,Q2
F,50,2014,87.160202,Q2
F,51,2001,84.417709,Q3
F,51,2002,85.561234,Q3
F,51,2003,84.856201,Q3
F,51,2004,84.723137,Q3
F,51,2005,84.400848,Q3
F,51,2006,85.609818,Q3
F,51,2007,85.988007,Q3
F,51,2008,86.924835,Q3
F,51,2009,87.113686,Q3
F,51,2010,86.879181,Q3
F,51,2011,86.634354,Q3
F,51,2012,85.923805,Q3
F,51,2013,85.97283900000001,Q3
F,51,2014,87.410072,Q3
F,52,2001,83.423187,Q3
F,52,2002,85.619888,Q3
F,52,2003,84.872879,Q3
F,52,2004,85.021439,Q3
F,52,2005,84.70238499999999,Q3
F,52,2006,85.188263,Q3
F,52,2007,86.140923,Q3
F,52,2008,85.94787600000001,Q3
F,52,2009,86.458603,Q3
F,52,2010,85.749504,Q3
F,52,2011,87.430717,Q3
F,52,2012,86.09874,Q3
F,52,2013,87.266571,Q3
F,52,2014,87.681061,Q3
F,53,2001,83.48062900000001,Q3
F,53,2002,84.874771,Q3
F,53,2003,85.768585,Q3
F,53,2004,85.57866700000001,Q3
F,53,2005,85.395004,Q3
F,53,2006,86.157036,Q3
F,53,2007,85.864418,Q3
F,53,2008,86.155502,Q3
F,53,2009,86.159576,Q3
F,53,2010,86.97614300000001,Q3
F,53,2011,86.804253,Q3
F,53,2012,86.709061,Q3
F,53,2013,86.793297,Q3
F,53,2014,87.49101999999999,Q3
F,54,2001,84.74629200000001,Q3
F,54,2002,85.529114,Q3
F,54,2003,84.38803100000001,Q3
F,54,2004,84.740829,Q3
F,54,2005,85.376389,Q3
F,54,2006,86.347298,Q3
F,54,2007,86.01429,Q3
F,54,2008,86.714134,Q3
F,54,2009,85.95742,Q3
F,54,2010,86.20352199999999,Q3
F,54,2011,86.667,Q3
F,54,2012,86.622116,Q3
F,54,2013,87.210335,Q3
F,54,2014,87.15979,Q3
F,55,2001,84.47796600000001,Q3
F,55,2002,84.57659100000001,Q3
F,55,2003,85.037247,Q3
F,55,2004,84.921204,Q3
F,55,2005,85.115814,Q3
F,55,2006,85.717232,Q3
F,55,2007,85.23848000000001,Q3
F,55,2008,86.540329,Q3
F,55,2009,86.52574200000001,Q3
F,55,2010,87.348236,Q3
F,55,2011,86.894424,Q3
F,55,2012,86.527649,Q3
F,55,2013,86.764397,Q3
F,55,2014,86.410645,Q3
F,56,2001,83.809212,Q3
F,56,2002,83.857552,Q3
F,56,2003,85.552185,Q3
F,56,2004,84.917358,Q3
F,56,2005,85.578133,Q3
F,56,2006,85.828827,Q3
F,56,2007,86.817589,Q3
F,56,2008,86.597412,Q3
F,56,2009,86.908676,Q3
F,56,2010,86.734337,Q3
F,56,2011,87.319702,Q3
F,56,2012,87.500107,Q3
F,56,2013,86.37260400000001,Q3
F,56,2014,86.745361,Q3
F,57,2001,83.438812,Q3
F,57,2002,86.56575,Q3
F,57,2003,84.500282,Q3
F,57,2004,84.584099,Q3
F,57,2005,85.451279,Q3
F,57,2006,86.7323,Q3
F,57,2007,86.95497900000001,Q3
F,57,2008,86.4758,Q3
F,57,2009,87.16579399999999,Q3
F,57,2010,86.465065,Q3
F,57,2011,86.706802,Q3
F,57,2012,87.31231700000001,Q3
F,57,2013,86.530807,Q3
F,57,2014,87.623421,Q3
F,58,2001,84.162315,Q3
F,58,2002,84.728027,Q3
F,58,2003,84.960121,Q3
F,58,2004,84.425888,Q3
F,58,2005,85.289772,Q3
F,58,2006,84.94586899999999,Q3
F,58,2007,85.75621,Q3
F,58,2008,86.824348,Q3
F,58,2009,86.033173,Q3
F,58,2010,88.100433,Q3
F,58,2011,86.972435,Q3
F,58,2012,87.859589,Q3
F,58,2013,88.196373,Q3
F,58,2014,87.865875,Q3
F,59,2001,85.10507199999999,Q3
F,59,2002,85.05632800000001,Q3
F,59,2003,84.967285,Q3
F,59,2004,85.233009,Q3
F,59,2005,85.600563,Q3
F,59,2006,86.554573,Q3
F,59,2007,86.841789,Q3
F,59,2008,88.025177,Q3
F,59,2009,87.251488,Q3
F,59,2010,86.902748,Q3
F,59,2011,87.747208,Q3
F,59,2012,87.150276,Q3
F,59,2013,86.97464000000001,Q3
F,59,2014,87.250969,Q3
F,60,2001,83.747734,Q3
F,60,2002,84.38685600000001,Q3
F,60,2003,83.810654,Q3
F,60,2004,85.837906,Q3
F,60,2005,85.157455,Q3
F,60,2006,85.349876,Q3
F,60,2007,86.97983599999999,Q3
F,60,2008,86.245125,Q3
F,60,2009,87.079788,Q3
F,60,2010,86.360268,Q3
F,60,2011,87.27514599999999,Q3
F,60,2012,87.03379100000001,Q3
F,60,2013,87.594254,Q3
F,60,2014,86.634415,Q3
F,61,2001,83.60054000000001,Q3
F,61,2002,85.283913,Q3
