County Name,State,IMU Score,Zipcode,Population Underserved,Lat,Lng
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,0,34023,,41.433003,-72.52278
Middlesex County,NJ,0,34023,,42.481718,-71.394916
Middlesex County,NJ,0,34023,,40.439621,-74.40743
Middlesex County,NJ,0,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,NJ,54.1,34023,,41.433003,-72.52278
Middlesex County,NJ,54.1,34023,,42.481718,-71.394916
Middlesex County,NJ,54.1,34023,,40.439621,-74.40743
Middlesex County,NJ,54.1,34023,,37.606975,-76.528082
Middlesex County,MA,59.9,25017,,41.433003,-72.52278
Middlesex County,MA,59.9,25017,,42.481718,-71.394916
Middlesex County,MA,59.9,25017,,40.439621,-74.40743
Middlesex County,MA,59.9,25017,,37.606975,-76.528082
Middlesex County,MA,59.9,25017,,41.433003,-72.52278
Middlesex County,MA,59.9,25017,,42.481718,-71.394916
Middlesex County,MA,59.9,25017,,40.439621,-74.40743
Middlesex County,MA,59.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,MA,61.9,25017,,41.433003,-72.52278
Middlesex County,MA,61.9,25017,,42.481718,-71.394916
Middlesex County,MA,61.9,25017,,40.439621,-74.40743
Middlesex County,MA,61.9,25017,,37.606975,-76.528082
Middlesex County,CT,52.5,9007,,41.433003,-72.52278
Middlesex County,CT,52.5,9007,,42.481718,-71.394916
Middlesex County,CT,52.5,9007,,40.439621,-74.40743
Middlesex County,CT,52.5,9007,,37.606975,-76.528082
Rappahannock County,VA,58.6,51157,7380,38.684522,-78.168824
Houston County,TX,48.6,48225,20222,31.158183,-85.296411
Houston County,TX,48.6,48225,20222,32.458287,-83.662522
Houston County,TX,48.6,48225,20222,43.66699,-91.501556
Houston County,TX,48.6,48225,20222,36.285782,-87.705598
Houston County,TX,48.6,48225,20222,31.323036,-95.4216
Houston County,TN,56.8,47083,4017,31.158183,-85.296411
Houston County,TN,56.8,47083,4017,32.458287,-83.662522
Houston County,TN,56.8,47083,4017,43.66699,-91.501556
Houston County,TN,56.8,47083,4017,36.285782,-87.705598
Houston County,TN,56.8,47083,4017,31.323036,-95.4216
Houston County,GA,57.3,13153,5569,31.158183,-85.296411
Houston County,GA,57.3,13153,5569,32.458287,-83.662522
Houston County,GA,57.3,13153,5569,43.66699,-91.501556
Houston County,GA,57.3,13153,5569,36.285782,-87.705598
Houston County,GA,57.3,13153,5569,31.323036,-95.4216
Houston County,GA,57.3,13153,5569,31.158183,-85.296411
Houston County,GA,57.3,13153,5569,32.458287,-83.662522
Houston County,GA,57.3,13153,5569,43.66699,-91.501556
Houston County,GA,57.3,13153,5569,36.285782,-87.705598
Houston County,GA,57.3,13153,5569,31.323036,-95.4216
Houston County,GA,57.3,13153,5569,31.158183,-85.296411
Houston County,GA,57.3,13153,5569,32.458287,-83.662522
Houston County,GA,57.3,13153,5569,43.66699,-91.501556
Houston County,GA,57.3,13153,5569,36.285782,-87.705598
Houston County,GA,57.3,13153,5569,31.323036,-95.4216
Houston County,GA,57.3,13153,5569,31.158183,-85.296411
Houston County,GA,57.3,13153,5569,32.458287,-83.662522
Houston County,GA,57.3,13153,5569,43.66699,-91.501556
Houston County,GA,57.3,13153,5569,36.285782,-87.705598
Houston County,GA,57.3,13153,5569,31.323036,-95.4216
Houston County,TN,58.8,47083,,31.158183,-85.296411
Houston County,TN,58.8,47083,,32.458287,-83.662522
Houston County,TN,58.8,47083,,43.66699,-91.501556
Houston County,TN,58.8,47083,,36.285782,-87.705598
Houston County,TN,58.8,47083,,31.323036,-95.4216
Houston County,MN,60.6,27055,,31.158183,-85.296411
Houston County,MN,60.6,27055,,32.458287,-83.662522
Houston County,MN,60.6,27055,,43.66699,-91.501556
Houston County,MN,60.6,27055,,36.285782,-87.705598
Houston County,MN,60.6,27055,,31.323036,-95.4216
Houston County,GA,57.17,13153,,31.158183,-85.296411
Houston County,GA,57.17,13153,,32.458287,-83.662522
Houston County,GA,57.17,13153,,43.66699,-91.501556
Houston County,GA,57.17,13153,,36.285782,-87.705598
Houston County,GA,57.17,13153,,31.323036,-95.4216
Houston County,GA,57.17,13153,,31.158183,-85.296411
Houston County,GA,57.17,13153,,32.458287,-83.662522
Houston County,GA,57.17,13153,,43.66699,-91.501556
Houston County,GA,57.17,13153,,36.285782,-87.705598
Houston County,GA,57.17,13153,,31.323036,-95.4216
Houston County,GA,57.17,13153,,31.158183,-85.296411
Houston County,GA,57.17,13153,,32.458287,-83.662522
Houston County,GA,57.17,13153,,43.66699,-91.501556
Houston County,GA,57.17,13153,,36.285782,-87.705598
Houston County,GA,57.17,13153,,31.323036,-95.4216
Houston County,GA,57.17,13153,,31.158183,-85.296411
Houston County,GA,57.17,13153,,32.458287,-83.662522
Houston County,GA,57.17,13153,,43.66699,-91.501556
Houston County,GA,57.17,13153,,36.285782,-87.705598
Houston County,GA,57.17,13153,,31.323036,-95.4216
Houston County,AL,57.6,1069,,31.158183,-85.296411
Houston County,AL,57.6,1069,,32.458287,-83.662522
Houston County,AL,57.6,1069,,43.66699,-91.501556
Houston County,AL,57.6,1069,,36.285782,-87.705598
Houston County,AL,57.6,1069,,31.323036,-95.4216
Starr County,TX,51.7,48427,61387,26.530903,-98.740235
Garza County,TX,60.8,48169,4066,33.183792,-101.301134
Eastland County,TX,56.4,48133,17398,32.324645,-98.83656
Borden County,TX,59.5,48033,673,32.73859,-101.439199
Cameron County,TX,55.7,48061,13215,41.438291,-78.198323
Cameron County,TX,55.7,48061,13215,26.102923,-97.478958
Cameron County,TX,55.7,48061,13215,41.438291,-78.198323
Cameron County,TX,55.7,48061,13215,26.102923,-97.478958
Cameron County,TX,55.7,48061,13215,41.438291,-78.198323
Cameron County,TX,55.7,48061,13215,26.102923,-97.478958
Cameron County,PA,59.3,42023,4866,41.438291,-78.198323
Cameron County,PA,59.3,42023,4866,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50.4,48061,,41.438291,-78.198323
Cameron County,TX,50.4,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Cameron County,TX,50,48061,,41.438291,-78.198323
Cameron County,TX,50,48061,,26.102923,-97.478958
Kerr County,TX,59.9,48265,48239,30.059953,-99.353339
Kerr County,TX,52.6,48265,,30.059953,-99.353339
Franklin County,TX,60.3,48159,10466,34.441989,-87.842814
Franklin County,TX,60.3,48159,10466,35.508558,-93.887665
Franklin County,TX,60.3,48159,10466,29.810176,-84.799174
Franklin County,TX,60.3,48159,10466,34.375345,-83.227448
Franklin County,TX,60.3,48159,10466,42.173609,-111.822965
Franklin County,TX,60.3,48159,10466,37.991852,-88.926321
Franklin County,TX,60.3,48159,10466,39.409762,-85.066964
Franklin County,TX,60.3,48159,10466,42.736545,-93.271415
Franklin County,TX,60.3,48159,10466,38.558019,-95.278962
Franklin County,TX,60.3,48159,10466,38.234919,-84.868786
Franklin County,TX,60.3,48159,10466,44.976724,-70.414935
Franklin County,TX,60.3,48159,10466,42.584504,-72.591792
Franklin County,TX,60.3,48159,10466,31.477773,-90.895457
Franklin County,TX,60.3,48159,10466,38.413003,-91.072832
Franklin County,TX,60.3,48159,10466,40.183203,-98.96208
Franklin County,TX,60.3,48159,10466,44.594376,-74.31067
Franklin County,TX,60.3,48159,10466,36.088241,-78.28309
Franklin County,TX,60.3,48159,10466,39.969875,-83.009086
Franklin County,TX,60.3,48159,10466,39.926772,-77.724521
Franklin County,TX,60.3,48159,10466,35.155926,-86.099203
Franklin County,TX,60.3,48159,10466,33.175846,-95.219066
Franklin County,TX,60.3,48159,10466,44.858964,-72.909402
Franklin County,TX,60.3,48159,10466,36.991186,-79.882715
Franklin County,TX,60.3,48159,10466,46.53458,-118.906944
Franklin County,TN,61.9,47051,15586,34.441989,-87.842814
Franklin County,TN,61.9,47051,15586,35.508558,-93.887665
Franklin County,TN,61.9,47051,15586,29.810176,-84.799174
Franklin County,TN,61.9,47051,15586,34.375345,-83.227448
Franklin County,TN,61.9,47051,15586,42.173609,-111.822965
Franklin County,TN,61.9,47051,15586,37.991852,-88.926321
Franklin County,TN,61.9,47051,15586,39.409762,-85.066964
Franklin County,TN,61.9,47051,15586,42.736545,-93.271415
Franklin County,TN,61.9,47051,15586,38.558019,-95.278962
Franklin County,TN,61.9,47051,15586,38.234919,-84.868786
Franklin County,TN,61.9,47051,15586,44.976724,-70.414935
Franklin County,TN,61.9,47051,15586,42.584504,-72.591792
Franklin County,TN,61.9,47051,15586,31.477773,-90.895457
Franklin County,TN,61.9,47051,15586,38.413003,-91.072832
Franklin County,TN,61.9,47051,15586,40.183203,-98.96208
Franklin County,TN,61.9,47051,15586,44.594376,-74.31067
Franklin County,TN,61.9,47051,15586,36.088241,-78.28309
Franklin County,TN,61.9,47051,15586,39.969875,-83.009086
Franklin County,TN,61.9,47051,15586,39.926772,-77.724521
Franklin County,TN,61.9,47051,15586,35.155926,-86.099203
Franklin County,TN,61.9,47051,15586,33.175846,-95.219066
Franklin County,TN,61.9,47051,15586,44.858964,-72.909402
Franklin County,TN,61.9,47051,15586,36.991186,-79.882715
Franklin County,TN,61.9,47051,15586,46.53458,-118.906944
Franklin County,OH,45.6,39049,3760,34.441989,-87.842814
Franklin County,OH,45.6,39049,3760,35.508558,-93.887665
Franklin County,OH,45.6,39049,3760,29.810176,-84.799174
Franklin County,OH,45.6,39049,3760,34.375345,-83.227448
Franklin County,OH,45.6,39049,3760,42.173609,-111.822965
Franklin County,OH,45.6,39049,3760,37.991852,-88.926321
Franklin County,OH,45.6,39049,3760,39.409762,-85.066964
Franklin County,OH,45.6,39049,3760,42.736545,-93.271415
Franklin County,OH,45.6,39049,3760,38.558019,-95.278962
Franklin County,OH,45.6,39049,3760,38.234919,-84.868786
Franklin County,OH,45.6,39049,3760,44.976724,-70.414935
Franklin County,OH,45.6,39049,3760,42.584504,-72.591792
Franklin County,OH,45.6,39049,3760,31.477773,-90.895457
Franklin County,OH,45.6,39049,3760,38.413003,-91.072832
Franklin County,OH,45.6,39049,3760,40.183203,-98.96208
Franklin County,OH,45.6,39049,3760,44.594376,-74.31067
Franklin County,OH,45.6,39049,3760,36.088241,-78.28309
Franklin County,OH,45.6,39049,3760,39.969875,-83.009086
Franklin County,OH,45.6,39049,3760,39.926772,-77.724521
Franklin County,OH,45.6,39049,3760,35.155926,-86.099203
Franklin County,OH,45.6,39049,3760,33.175846,-95.219066
Franklin County,OH,45.6,39049,3760,44.858964,-72.909402
Franklin County,OH,45.6,39049,3760,36.991186,-79.882715
Franklin County,OH,45.6,39049,3760,46.53458,-118.906944
Franklin County,NY,59.6,36033,8293,34.441989,-87.842814
Franklin County,NY,59.6,36033,8293,35.508558,-93.887665
Franklin County,NY,59.6,36033,8293,29.810176,-84.799174
Franklin County,NY,59.6,36033,8293,34.375345,-83.227448
