State,Zip,Latitude,Longitude,IMU Score
FL,12101.0,28.295273091000098,-82.48991382299991,54.9
FL,12101.0,28.261501473000102,-82.185313218,42.4
FL,12101.0,28.261501473000102,-82.185313218,50.3
FL,12101.0,28.261501473000102,-82.185313218,54.9
FL,12101.0,28.23570153,-82.7207661579999,42.4
FL,12101.0,28.23570153,-82.7207661579999,50.3
FL,12101.0,28.23570153,-82.7207661579999,54.9
FL,12101.0,28.254062888000103,-82.714890457,42.4
FL,12101.0,28.254062888000103,-82.714890457,50.3
FL,12101.0,28.254062888000103,-82.714890457,54.9
FL,12101.0,28.3619604850001,-82.68825592399999,42.4
FL,12101.0,28.3619604850001,-82.68825592399999,50.3
FL,12101.0,28.3619604850001,-82.68825592399999,54.9
FL,12101.0,28.2039334180001,-82.660060587,42.4
FL,12101.0,28.2039334180001,-82.660060587,50.3
FL,12101.0,28.2039334180001,-82.660060587,54.9
FL,12101.0,28.187183100000002,-82.45495546099991,42.4
FL,12101.0,28.187183100000002,-82.45495546099991,50.3
FL,12101.0,28.187183100000002,-82.45495546099991,54.9
FL,12127.0,29.2425623280001,-81.107418835,52.3
FL,12127.0,29.2425623280001,-81.107418835,56.7
FL,12127.0,29.04365274,-81.3173440369999,52.3
FL,12127.0,29.04365274,-81.3173440369999,56.7
FL,12127.0,28.9143712490001,-81.28516232399991,52.3
FL,12127.0,28.9143712490001,-81.28516232399991,56.7
FL,12127.0,29.243109604,-81.1076567809999,52.3
FL,12127.0,29.243109604,-81.1076567809999,56.7
FL,12127.0,29.284636683000002,-81.03686657,52.3
FL,12127.0,29.284636683000002,-81.03686657,56.7
FL,12127.0,29.202384954,-81.054827885,52.3
FL,12127.0,29.202384954,-81.054827885,56.7
FL,12127.0,29.126211508,-81.00857384300001,52.3
FL,12127.0,29.126211508,-81.00857384300001,56.7
FL,12127.0,29.21401967,-81.068593274,52.3
FL,12127.0,29.21401967,-81.068593274,56.7
FL,12127.0,29.0202914710001,-80.921859576,52.3
FL,12127.0,29.0202914710001,-80.921859576,56.7
FL,12071.0,26.5104316580001,-81.9095689819999,54.0
FL,12071.0,26.5104316580001,-81.9095689819999,52.03
FL,12071.0,26.5104316580001,-81.9095689819999,53.5
FL,12071.0,26.630410497000103,-81.802950584,54.0
FL,12071.0,26.630410497000103,-81.802950584,52.03
FL,12071.0,26.630410497000103,-81.802950584,53.5
FL,12071.0,26.639205177000104,-81.942022498,54.0
FL,12071.0,26.639205177000104,-81.942022498,52.03
FL,12071.0,26.639205177000104,-81.942022498,53.5
FL,12071.0,26.543646018000103,-81.8500077859999,54.0
FL,12071.0,26.543646018000103,-81.8500077859999,52.03
FL,12071.0,26.543646018000103,-81.8500077859999,53.5
FL,12071.0,26.5072800040001,-81.91304827100001,54.0
FL,12071.0,26.5072800040001,-81.91304827100001,52.03
FL,12071.0,26.5072800040001,-81.91304827100001,53.5
FL,12071.0,26.6157346270001,-81.65947633100001,54.0
FL,12071.0,26.6157346270001,-81.65947633100001,52.03
FL,12071.0,26.6157346270001,-81.65947633100001,53.5
FL,12071.0,26.6283919100001,-81.87402430299991,54.0
FL,12071.0,26.6283919100001,-81.87402430299991,52.03
FL,12071.0,26.6283919100001,-81.87402430299991,53.5
FL,12086.0,25.868542425999998,-80.312269678,54.0
FL,12086.0,25.868542425999998,-80.312269678,28.4
FL,12086.0,25.7887970560001,-80.214560032,54.0
FL,12086.0,25.7887970560001,-80.214560032,28.4
FL,12086.0,25.740158623000102,-80.21435329,54.0
FL,12086.0,25.740158623000102,-80.21435329,28.4
FL,12086.0,25.970203182,-80.145396222,54.0
FL,12086.0,25.970203182,-80.145396222,28.4
FL,12086.0,25.74375681,-80.254824232,54.0
FL,12086.0,25.74375681,-80.254824232,28.4
FL,12086.0,25.724103102000104,-80.27423108100001,54.0
FL,12086.0,25.724103102000104,-80.27423108100001,28.4
FL,12086.0,25.574849867000104,-80.34097893399999,54.0
FL,12086.0,25.574849867000104,-80.34097893399999,28.4
FL,12086.0,25.845561821999997,-80.268961621,54.0
FL,12086.0,25.845561821999997,-80.268961621,28.4
FL,12086.0,25.792347385,-80.213487745,54.0
FL,12086.0,25.792347385,-80.213487745,28.4
FL,12086.0,25.930410789000103,-80.203685636,54.0
FL,12086.0,25.930410789000103,-80.203685636,28.4
FL,12086.0,25.629744752000104,-80.34469732,54.0
FL,12086.0,25.629744752000104,-80.34469732,28.4
FL,12086.0,25.7309701130001,-80.3860672979999,54.0
FL,12086.0,25.7309701130001,-80.3860672979999,28.4
FL,12086.0,25.763716786,-80.27894771,54.0
